,cod_location,date_id,total_cases
22785,88,20201029,68127.0
22786,88,20201030,71413.0
22787,88,20201031,75321.0
22788,88,20201101,79199.0
22789,88,20201102,82780.0
23098,89,20201029,4671.0
23099,89,20201030,4719.0
23100,89,20201031,4797.0
23101,89,20201101,4865.0
23102,89,20201102,4890.0
23411,90,20201029,8040203.0
23412,90,20201030,8088851.0
23413,90,20201031,8137119.0
23414,90,20201101,8184082.0
23415,90,20201102,8229313.0
23724,91,20201029,400483.0
23725,91,20201030,404048.0
23726,91,20201031,406945.0
23727,91,20201101,410088.0
23728,91,20201102,412784.0
24037,93,20201029,588648.0
24038,93,20201030,596941.0
24039,93,20201031,604952.0
24040,93,20201101,612772.0
24041,93,20201102,620491.0
24350,94,20201029,463951.0
24351,94,20201030,467755.0
24352,94,20201031,470633.0
24353,94,20201101,472630.0
24354,94,20201102,475288.0
24663,95,20201029,59434.0
24664,95,20201030,60297.0
24665,95,20201031,61059.0
24666,95,20201101,61456.0
24667,95,20201102,62002.0
24895,96,20201029,352.0
24896,96,20201030,352.0
24897,96,20201031,353.0
24898,96,20201101,353.0
24899,96,20201102,353.0
25208,97,20201029,312787.0
25209,97,20201030,313590.0
25210,97,20201031,313701.0
25211,97,20201101,314498.0
25212,97,20201102,315131.0
25521,98,20201029,589766.0
25522,98,20201030,616595.0
25523,98,20201031,647674.0
25524,98,20201101,679430.0
25525,98,20201102,709335.0
25761,99,20201029,8851.0
25762,99,20201030,8927.0
25763,99,20201031,9005.0
25764,99,20201101,9094.0
25765,99,20201102,9131.0
26074,100,20201029,98852.0
26075,100,20201030,99622.0
26076,100,20201031,100392.0
26077,100,20201101,101146.0
26078,100,20201102,101813.0
26307,101,20201029,566.0
26308,101,20201030,569.0
26309,101,20201031,574.0
26310,101,20201101,574.0
26311,101,20201102,574.0
26553,102,20201029,61942.0
26554,102,20201030,65385.0
26555,102,20201031,69306.0
26556,102,20201101,72607.0
26557,102,20201102,75866.0
26793,103,20201029,148479.0
26794,103,20201030,149066.0
26795,103,20201031,149699.0
26796,103,20201101,150380.0
26797,103,20201102,150863.0
27040,104,20201029,51851.0
27041,104,20201030,52612.0
27042,104,20201031,53797.0
27043,104,20201101,55192.0
27044,104,20201102,55877.0
27279,105,20201029,18626.0
27280,105,20201030,18910.0
27281,105,20201031,19328.0
27282,105,20201101,19842.0
27283,105,20201102,20179.0
27592,106,20201029,123906.0
27593,106,20201030,124666.0
27594,106,20201031,125337.0
27595,106,20201101,125926.0
27596,106,20201102,126534.0
27826,107,20201029,57798.0
27827,107,20201030,58394.0
27828,107,20201031,58878.0
27829,107,20201101,59443.0
27830,107,20201102,59879.0
28054,108,20201029,24.0
28055,108,20201030,24.0
28056,108,20201031,24.0
28057,108,20201101,24.0
28058,108,20201102,24.0
28311,109,20201029,5144.0
28312,109,20201030,5395.0
28313,109,20201031,5679.0
28314,109,20201101,5894.0
28315,109,20201102,6136.0
28624,110,20201029,75845.0
28625,110,20201030,77778.0
28626,110,20201031,79529.0
28627,110,20201101,81228.0
28628,110,20201102,82617.0
28801,111,20201029,1947.0
28802,111,20201030,1947.0
28803,111,20201031,1947.0
28804,111,20201101,1947.0
